year,event_id,date,start,duration,track,title,type,video_url,slides_url,audio_url,speakers_name
2007,124,,,,gnome,Developing GNOME through marketing and outreach,,,,,Demetri Amalie
2007,61,,,,Lightning Talks,Ivana Reagan: MySQL,,,,,Ivana Reagan
2007,61,,,,Lightning Talks,Jazmaine Niccole: db4o,,,,,Jazmaine Niccole
2007,61,,,,Lightning Talks,Karriem Delena: MoulinWiki,,,,,Karriem Delena
2007,101,,,,kde,KDE Documentation,,,,,Timotheus Sabre
2007,178,,,,Mozilla,The Mozilla Manifesto,,,,,Greyson Danyal
2007,14,,,,openingclosingtalks,Donators Return,,,,,Nial Keiona
2007,142,,,,opensuse,Participating in creating the openSUSE distribution,,,,,Ilaisaane Keondra
2007,125,,,,gnome,gtkmm,,,,,Meyosha Jeannete
2007,179,,,,Mozilla,Mozilla BOF,,,,,Johnnylee Deeann
2007,143,,,,opensuse,Build Kernel packages with the OBS,,,,,Trenae Reno
2007,126,,,,gnome,GNOME apps with Scheme,,,,,Jerren Gatlin
2007,144,,,,opensuse,Testing the openSUSE distribution,,,,,Hester Taysha
2007,42,,,,Certification,LPI Certifications,,,,,Nichol Delia
2007,186,,,,centosfedora,Introduction to CentOS + Q&A,,,,,Shamella Elyse
2007,43,,,,Certification,LPI exam session 1,,,,,Nichol Delia
2007,195,,,,gnuclasspathopenjdkdevjam,GNU Classpath Runtime Rumble,,,,,Gareth Justin
2007,199,,,,jabberxmpp,Welcome,,,,,Ariel Courtnee
2007,91,,,,gnustep,GNUstep-make,,,,,Keary Dawanda
2007,218,,,,researchroom,Welcome,,,,,Marisella Shellyann
2007,200,,,,jabberxmpp,Jabber 101,,,,,Chapin Kalana
2007,210,,,,Python,Test and Documentation Driven Development,,,,,Sneha Johnatan
2007,219,,,,researchroom,Research about libre software in Europe,,,,,Nyia Jayla
2007,167,,,,centosfedora,Introduction to Fedora,,,,,Javen Javanna
2007,92,,,,gnustep,Project Manager IDE,,,,,Lei Thaddius
2007,201,,,,jabberxmpp,Virtual Presence with Jabber,,,,,Brittnei Gillian
2007,214,,,,Python,"Tux Droid, a Python-Fueled robot",,,,,Pauline Kristin
2007,196,,,,gnuclasspathopenjdkdevjam,GNU Classpath Last Year & Next Year,,,,,Joyanne Earnest
2007,187,,,,centosfedora,Belgian eID card on CentOS,,,,,Jamichael Stevyn
2007,44,,,,Certification,LPI exam session 2,,,,,Nichol Delia
2007,202,,,,jabberxmpp,Beyond JSON,,,,,Kieonna Ammy
2007,93,,,,gnustep,3rd Party Solutions within GNUstep,,,,,Amina Dontee
2007,220,,,,researchroom,Research and Libre Software (I),,,,,Ka Elizaeth
2007,188,,,,centosfedora,OpenVZ virtualization on CentOS,,,,,Tyisha Kittie
2007,211,,,,Python,How to lay an egg,,,,,Sneha Johnatan
2007,203,,,,jabberxmpp,Tigase,,,,,Annalise Tedra
2007,168,,,,centosfedora,Fedora Directory Server,,,,,Arien Johnnell
2007,204,,,,jabberxmpp,Yate,,,,,Christne Yashika
2007,233,,,,Python,Django,,,,,Deon Milam
2007,189,,,,centosfedora,RPMforge - Enterprise Linux packaging for CentOS and RHEL,,,,,Aram Shaheem
2007,224,,,,X.Org,A build environment for X,,,,,Susanna Jennefer
2007,81,,,,gentoo,Welcome,,,,,Jaeson Phillips
2007,106,,,,"Embedded, Mobile and Automotive",Porting device drivers to 2.6,,,,,Arnetra Zarah
2007,154,,,,debian,Testing migration,,,,,Elsy Ane
2007,82,,,,gentoo,Gentoo Hardened,,,,,Phylicia Gwynne
2007,225,,,,X.Org,GGI/KGI,,,,,Lajuana Linnea
2007,107,,,,"Embedded, Mobile and Automotive",HomeSIP,,,,,Ceara Jannelle
2007,155,,,,debian,Mole -- Infrastructure for Managing Information,,,,,Gennifer Amberli
2007,226,,,,X.Org,Xenocara: X.Org modular for OpenBSD,,,,,Malena Yulonda
2007,83,,,,gentoo,Introduction to SELinux,,,,,Johny Morio
2007,108,,,,"Embedded, Mobile and Automotive",Analysing Embedded Memory Use,,,,,Sunita Levina
2007,156,,,,debian,Automated Testing of Debian Package,,,,,Keary Marjon
2007,227,,,,X.Org,X.org myths,,,,,Gissel Kellyjo
2007,84,,,,gentoo,Gentoo/Alt:Prefix Project,,,,,Claudie Tiajuana
2007,157,,,,debian,Delta Upgrades without rsync,,,,,Gayle Prisilla
2007,109,,,,"Embedded, Mobile and Automotive",OpenMoko,,,,,Meliss Fernando
2007,228,,,,X.Org,Let's finish COMPOSITE,,,,,Antionette Shantrice
2007,85,,,,gentoo,Gentoo's future,,,,,Jaeson Phillips
2007,158,,,,debian,Open Source VoIP with Debian,,,,,Antoni Junious
2007,110,,,,"Embedded, Mobile and Automotive",RTLinux into an FPGA,,,,,Sheritta Simran
2007,100,,,,kde,Free Educational Software: working together,,,,,Ambria Dinora
2007,136,,,,Desktops,Welcome,,,,,Lucius Marielena
2007,180,,,,Mozilla,AllPeers: Experiences with Mozilla and Future Plans,,,,,Lyndell Walton
2007,64,,,,Lightning Talks,Zakia Chet: Zzuf,,,,,Zakia Chet
2007,64,,,,Lightning Talks,Andrica Candida : Balloon Open Hardware License,,,,,Andrica Candida
2007,127,,,,Desktops,Metisse: this is not a 3D desktop!,,,,,Talaya Sal
2007,181,,,,Mozilla,Extension Development with Thunderbird,,,,,Chrstina Corby
2007,38,,,,Security,Security Testing,,,,,Deisi Elsie
2007,49,,,,web,Plone 3.0,,,,,Ramiro Avinash
2007,66,,,,Lightning Talks,Rydell Teodulo: phpAspect,,,,,Rydell Teodulo
2007,66,,,,Lightning Talks,Brendaliz Sherry: Babel Free Auditing System,,,,,Brendaliz Sherry
2007,66,,,,Lightning Talks,Kevis Sheterica: Amarok,,,,,Kevis Sheterica
2007,128,,,,Desktops,Strigi internals,,,,,Jamianne Nastassia
2007,145,,,,opensuse,Suspend to disk and to RAM,,,,,Sherese Anterrio
2007,146,,,,opensuse,OpenSync,,,,,Christabel Avram
2007,182,,,,Mozilla,QA mozilla/xulrunner based applications,,,,,Alfonse Najla
2007,129,,,,Desktops,Wasabi,,,,,Heith Abbra
2007,25,,,,Security,Metasploit Framework,,,,,Huyen Lanae
2007,223,,,,web,Drupal,,,,,Danyl Loredana
2007,69,,,,Lightning Talks,Ofelia Celena: LogiLogi Manta,,,,,Ofelia Celena
2007,69,,,,Lightning Talks,Lashauna Mila: MetaLinks,,,,,Lashauna Mila
2007,69,,,,Lightning Talks,Brittany Season: ReaR,,,,,Brittany Season
2007,147,,,,opensuse,ThinkFinger,,,,,Sherese Anterrio
2007,130,,,,Desktops,Telepathy,,,,,Saleena Sheldon
2007,39,,,,Security,Bacula,,,,,Craig Keyosha
2007,80,,,,web,Mozilla,,,,,Janice Britain
2007,198,,,,Keysigning,CAcert Signing,,,,,Yanique Yoshiko
2007,148,,,,opensuse,openSUSE Community,,,,,Lashika Dawnya
2007,149,,,,opensuse,Documentation: Lessons for Lizards,,,,,Sharie Jocelin
2007,52,,,,Keysigning,GPG/PGP Keysigning,,,,,Osualdo Agata
2007,131,,,,gnome,Bling it up - make it sexy!,,,,,Ansley Maurice
2007,150,,,,opensuse,OpenOffice - OpenXML,,,,,Morgaine Jatasha
2007,24,,,,internetservices,JBoss BPM,,,,,Javaughn Giovanna
2007,28,,,,developmentandlanguages,Turbocharging Linux with Mono,,,,,Terrion Jameela
2007,72,,,,Lightning Talks,Jarae Coty: CCAPI2,,,,,Jarae Coty
2007,72,,,,Lightning Talks,Nancyann Edwrd: SIP Communicator,,,,,Nancyann Edwrd
2007,72,,,,Lightning Talks,Martinique Deshay: OSSIE,,,,,Martinique Deshay
2007,99,,,,kde,Krita: Present and Future,,,,,Evangelia Quintisha
2007,132,,,,gnome,Easy databases with Glom,,,,,Lorell Lara
2007,183,,,,Mozilla,L20n - A localization architecture proposal,,,,,Johnnylee Deeann
2007,151,,,,opensuse,Usability research of KDE at openSUSE,,,,,Juanmanuel Cristopher
2007,34,,,,internetservices,Secure Communications with Jabber,,,,,Chapin Kalana
2007,29,,,,developmentandlanguages,GDB Tracepoints,,,,,Esmond Jacky
2007,75,,,,Lightning Talks,Deion Creighton: OpenOffice.org port for Mac OS X,,,,,Deion Creighton
2007,75,,,,Lightning Talks,Corneilius Tanara: Mapyrus,,,,,Corneilius Tanara
2007,75,,,,Lightning Talks,Aiysha Kenetha: PSPP,,,,,Aiysha Kenetha
2007,102,,,,kde,KDE 4,,,,,Dawnisha Talena
2007,184,,,,Mozilla,Mozilla Localization status report,,,,,Electa Carissa
2007,133,,,,gnome,Why do we do it ?,,,,,Demetri Amalie
2007,152,,,,opensuse,Mono Workshop,,,,,Terrion Jameela
2007,185,,,,Mozilla,Releasing Mozilla Localizations,,,,,Johnnylee Deeann
2007,33,,,,internetservices,Samba,,,,,Domenik Keyandra
2007,27,,,,developmentandlanguages,Profiling Desktop Applications,,,,,Aziza Feliza
2007,78,,,,Lightning Talks,Romeo Shanika: OpenEmbedded,,,,,Romeo Shanika
2007,78,,,,Lightning Talks,Piera Hillari: Mozart-Oz,,,,,Piera Hillari
2007,134,,,,gnome,Overview of the Gnome Developer Platform,,,,,Jannah Chevelle
2007,237,,,,kde,KDE e.V.,,,,,Yeni Bee
2007,153,,,,opensuse,Common package and patch management for SUSE Linux,,,,,Bond Joaquina
2007,48,,,,openingclosingtalks,Beyond GPLv3,,,,,Athan Meggie
2007,169,,,,centosfedora,Java Status on Fedora,,,,,Gonzalo Danilo
2007,221,,,,researchroom,Research and Libre Software (II),,,,,Chaquetta Virgina
2007,119,,,,gnuclasspathopenjdkdevjam,OpenJDK,,,,,Ramiro Alison
2007,190,,,,centosfedora,Introduction to CentOS + Q&A,,,,,Shamella Elyse
2007,45,,,,Certification,LPI exam session 3,,,,,Nichol Delia
2007,205,,,,jabberxmpp,Jabber Sprint using Twisted,,,,,Ariel Courtnee
2007,94,,,,gnustep,FortyTwo Semistructured DB,,,,,Amina Dontee
2007,234,,,,Python,Quality in Python,,,,,Ivori Stephine
2007,212,,,,Python,The Zope3 component architecture,,,,,Sneha Johnatan
2007,170,,,,centosfedora,Fedora's plans for 2007 + Q&A,,,,,Lequisha Kimi
2007,95,,,,gnustep,GNUstep for Embedded Devices,,,,,Yolonda Briget
2007,222,,,,researchroom,Panels and open discussion,,,,,Evert Mehdi
2007,235,,,,Python,Extending Python,,,,,Ivori Stephine
2007,191,,,,centosfedora,RPM Packaging,,,,,Tevita Mikhail
2007,215,,,,Python,Elisa,,,,,Parth Squire
2007,206,,,,jabberxmpp,Give me a Jingle,,,,,Jenifer Tykeisha
2007,171,,,,centosfedora,Organisation of Fedora French Users,,,,,Keyan Jafar
2007,46,,,,Certification,LPI exam session 4,,,,,Nichol Delia
2007,96,,,,gnustep,Open Groupware: OGo/JOPE/SOPE,,,,,Annamary Dmario
2007,207,,,,jabberxmpp,OneTeam,,,,,Evan Annaleigh
2007,120,,,,gnuclasspathopenjdkdevjam,Distro DevJam,,,,,Tijuana Chey
2007,192,,,,centosfedora,CentOS infrastructure and roadmap,,,,,Ilona Jenika
2007,208,,,,jabberxmpp,Jaiku: Jabber the mobile,,,,,Sabastian Romulo
2007,97,,,,gnustep,Étoilé: a Desktop Environment,,,,,Juli Jarret
2007,216,,,,Python,SQLAlchemy and Elixir,,,,,Yasemin Karista
2007,172,,,,centosfedora,Logical Volume Management,,,,,Shauntay Riana
2007,47,,,,Certification,LPI exam session 5,,,,,Nichol Delia
2007,98,,,,gnustep,GNUstep Database Library 2,,,,,Jonell Sheika
2007,217,,,,Python,ModularBot,,,,,Damita Corynne
2007,193,,,,centosfedora,Contributing to CentOS,,,,,Donnisha Daisha
2007,209,,,,jabberxmpp,Follow-up Q&A and Lightning Talks,,,,,Chapin Kalana
2007,213,,,,Python,XML processing with ElementTree and lxml,,,,,Sneha Johnatan
2007,173,,,,centosfedora,Fedora European Team,,,,,Javen Javanna
2007,197,,,,centosfedora,SystemTap on Fedora,,,,,Artavia Casaundra
2007,90,,,,gentoo,Java on Gentoo,,,,,Ikisha Anja
2007,159,,,,debian,Formal Dependency Management,,,,,Dinita Brandolyn
2007,229,,,,X.Org,X security framework,,,,,Susanna Jennefer
2007,86,,,,gentoo,Programing with Paludis,,,,,Lazer Courtland
2007,160,,,,debian,Netconf,,,,,Etan Broc
2007,111,,,,"Embedded, Mobile and Automotive",SH-2A Linux kernel,,,,,Cadie Crystalle
2007,230,,,,X.Org,Nouveau: What's new ?,,,,,Gissel Kellyjo
2007,87,,,,gentoo,Gentoo's inner working: The Council,,,,,Chakita Wynonna
2007,161,,,,debian,Secret debian internals,,,,,Jourdan Donel
2007,112,,,,"Embedded, Mobile and Automotive","XIP: past, present, future",,,,,Dejaun Rafik
2007,88,,,,gentoo,Release Engineering: Tinderbox testing,,,,,Denean Shenandoah
2007,113,,,,"Embedded, Mobile and Automotive",Open Source Embedded Development with Qtopia,,,,,Bettyjo Vincent
2007,236,,,,X.Org,Second Life,,,,,Costas Daron
2007,162,,,,debian,Kernel and d-i in lenny and beyond,,,,,Anton Stasia
2007,114,,,,"Embedded, Mobile and Automotive",Open Hardware Manager,,,,,Marguerite Sophia
2007,231,,,,X.Org,X.org Video Driver API Update,,,,,Qui Gerald
2007,89,,,,gentoo,What makes Gentoo a community based distribution?,,,,,Farzana Kolton
2007,163,,,,debian,Running Debian on Inexpensive Network Storage Devices,,,,,Tabia Juliann
2007,115,,,,"Embedded, Mobile and Automotive",Linux for embedding network devices,,,,,Trace Mardi
2007,232,,,,X.Org,Video on Dope,,,,,Shantail Ander
2007,194,,,,gentoo,Portage - A look under the surface,,,,,Shaylin Orlan
2007,164,,,,debian,Let's port together,,,,,Teresa Justyn
2007,116,,,,"Embedded, Mobile and Automotive",OpenEZX,,,,,Shawnee Amol
2007,105,,,,gentoo,The future of the Bugday project,,,,,Niesha Krystin
2007,165,,,,debian,Automating installations,,,,,Lawayne Akita
2007,117,,,,"Embedded, Mobile and Automotive",eCos RTOS in commercial use,,,,,Kalem Domique
2007,166,,,,debian,Debian-Community.org (pre)launch,,,,,Sarkis Alister
2007,118,,,,"Embedded, Mobile and Automotive",Linux in embedded security devices,,,,,Lucianna Tishana
2008,264,,,,openingclosingtalks,Welcome,,,,,Neelie Candiace
2008,250,,,,openingclosingtalks,"Tux with Shades, Linux in Hollywood",,,,,Lydia Eytan
2008,249,,,,openingclosingtalks,How a large scale opensource project works,,,,,Katalin Edison
2008,257,,,,openingclosingtalks,Status update of Software Patents,,,,,Carlito Efrain
2008,269,,,,kde,KDE Group Photo,,,,,Evangelia Quintisha
2008,239,,,,Languages,Perl 6,,,,,Chico Noella
2008,240,,,,games,Battle for Wesnoth,,,,,Baylor Sandhya
2008,451,,,,Lightning Talks,Kalle Emmeline: Lightning Opening Talk,,,,,Kalle Emmeline
2008,451,,,,Lightning Talks,Eliz Audri: Electronic Frontier Foundation,,,,,Eliz Audri
2008,451,,,,Lightning Talks,Anil Elma: Open Trusted Computing: towards trusted and secure computing,,,,,Anil Elma
2008,268,,,,kde,Welcome,,,,,Evangelia Quintisha
2008,409,,,,centosfedora,Getting one million to know Linux,,,,,Scott Albino
2008,267,,,,kde,Amarok 2,,,,,Genine Irwin
2008,389,,,,gnome,Welcome to the GNOME devroom,,,,,Lucius Marielena
2008,337,,,,opensuse,The openSUSE project,,,,,Christal Jarita
2008,388,,,,gnome,GNOME Developer Kit,,,,,Etosha Elsie
2008,338,,,,opensuse,Looking ahead to openSUSE 11.0,,,,,Christal Jarita
2008,238,,,,Languages,Unicoding With PHP 6,,,,,Chenoa Bayan
2008,266,,,,games,Crystalspace3D,,,,,Michaela Zubin
2008,466,,,,Lightning Talks,Morgaine Jatasha: IOGrind: locating I/O performance problems,,,,,Morgaine Jatasha
2008,466,,,,Lightning Talks,Perfecto Sharyn: Zapcat: monitoring Java applications,,,,,Perfecto Sharyn
2008,466,,,,Lightning Talks,Rocky Lakisa: Terracotta: network attached memory for the JVM,,,,,Rocky Lakisa
2008,275,,,,kde,A Look at KOffice 2 and ODF,,,,,Evangelia Quintisha
2008,410,,,,centosfedora,SELinux don't just switch it off,,,,,Arien Johnnell
2008,390,,,,gnome,More Clutter: Animating the Platform,,,,,Kenosha Kiki
2008,340,,,,opensuse,"Linkat: a distribution based on SUSE for the schools, community and services around it",,,,,Icy Valorie
2008,273,,,,kde,Nepomuk,,,,,Alfonso Laquilla
2008,251,,,,Languages,JRuby,,,,,Ijeoma Roselyn
2008,242,,,,games,Globulation 2,,,,,Sivan Lyda
2008,457,,,,Lightning Talks,Carles Pina i Estany: Dacco: open source dictionaries,,,,,Sumner Leslee
2008,457,,,,Lightning Talks,Emylee Eliberto: Indywiki: visually browsing wikipedia pages,,,,,Emylee Eliberto
2008,457,,,,Lightning Talks,"Manoah Modesta: Kettle: extracting, transforming and loading data",,,,,Manoah Modesta
2008,391,,,,gnome,Pigment: Towards a desktop scene graph,,,,,Flavio Raji
2008,335,,,,centosfedora,Introduction to CentOS,,,,,Jamichael Stevyn
2008,341,,,,opensuse,openSUSE Build Service Overview,,,,,Christa Sharnae
2008,270,,,,kde,Free software in Telecom focusing on Qtopia,,,,,Ikeisha Jameca
2008,343,,,,opensuse,Build Service Web Interface,,,,,Jatasha Johnny
2008,392,,,,gnome,Elisa - Enjoy your multimedia world,,,,,Erico Tyasia
2008,460,,,,Lightning Talks,Dunia Louann: Alfresco: fresh document management approach,,,,,Dunia Louann
2008,460,,,,Lightning Talks,Shaquanta Lacretia: Stylebase for Eclipse: sharing software architectural models,,,,,Shaquanta Lacretia
2008,460,,,,Lightning Talks,Travoris Prudencio: Bongo Project: simple e-mail and calendar server,,,,,Travoris Prudencio
2008,344,,,,opensuse,Build Service and Packaging Workshop,,,,,Kenan Lateria
2008,408,,,,centosfedora,Transifex: A new perspective in translation management,,,,,Jarvis Phyllip
2008,272,,,,kde,KDE on Windows,,,,,Jazmaine Jarryd
2008,393,,,,gnome,Mobile Manager,,,,,Tou Laquilla
2008,342,,,,opensuse,The openSUSE Base System,,,,,Chrissy Kristoffer
2008,463,,,,Lightning Talks,Alek Marya: XMMS2: redesign of the XMMS music player,,,,,Alek Marya
2008,463,,,,Lightning Talks,Lavona Shardae: OpenAFS: cross-platform enterprise class distributed filesystem,,,,,Lavona Shardae
2008,463,,,,Lightning Talks,Evert Ebone: Squeak: modern development environment for Smalltalk.,,,,,Evert Ebone
2008,336,,,,centosfedora,Pluggable real-time monitoring with dstat,,,,,Aram Shaheem
2008,276,,,,kde,Roadmap for multiplayer gaming in KDE 4,,,,,Jeffifer Aldrich
2008,394,,,,gnome,GUPnP: UPnP made easy,,,,,Stirling Timesha
2008,357,,,,Mozilla,Mozilla Europe,,,,,Kwame Omar
2008,415,,,,researchroom,Welcome and Research projects introduction,,,,,Joseluis Santina
2008,300,,,,Java,Welcome to the Free Java Meeting - Introductions,,,,,Filemon Howie
2008,280,,,,Open Document Editors,OOo 3: Shattered and Resurrected,,,,,Leia Shandon
2008,287,,,,X.Org,Open sourcing ATI,,,,,Adewale Florance
2008,358,,,,Mozilla,Mozilla Labs Weave,,,,,Cleopatra Travin
2008,301,,,,Java,Mobile Java,,,,,Jacquana Shanterica
2008,281,,,,Open Document Editors,Where's OOo's UI abstraction heading for?,,,,,Katty Jenniffer
2008,288,,,,X.Org,The RadeonHD project,,,,,Susanna Jennefer
2008,359,,,,Mozilla,Calendar Project,,,,,Benard Claire
2008,416,,,,researchroom,Contributions presentations (1),,,,,Christoph Lorry
2008,448,,,,Java,Women in Java Technology,,,,,Chadney Jaylynn
2008,491,,,,Mozilla,Mozilla Calendar Workshop,,,,,Laquonda Dustine
2008,289,,,,X.Org,Nouveau: Cooking an open source driver,,,,,Gissel Kellyjo
2008,282,,,,Open Document Editors,OpenOffice.org programmability - at a glance,,,,,Anwar Shellee
2008,360,,,,Mozilla,Thunderbird,,,,,Jasamine Jamisha
2008,449,,,,Java,Hacking OpenJDK & Friends,,,,,Kylen Tija
2008,417,,,,researchroom,Contributions presentations (2),,,,,Etan Broc
2008,361,,,,Mozilla,Project SUMO (Firefox Support),,,,,Moniqua Cleopatra
2008,302,,,,Java,"VM Rumble, Porting and Architectures",,,,,Candase Waldemar
2008,362,,,,Mozilla,Songbird,,,,,Balinda Ronte
2008,418,,,,researchroom,Discussion on the topic: research and libre software communities,,,,,Joseluis Santina
2008,395,,,,Certification,LPI 2008 - a certification passage,,,,,Nichol Delia
2008,406,,,,bsdacertification,About the BSDA certification,,,,,Dijuan Sumer
2008,425,,,,BSD / PostgreSQL,Keynote PostgreSQL 8.3,,,,,Kanda Carlena
2008,369,,,,"Embedded, Mobile and Automotive",Linux on the PS3,,,,,Sneha Johnatan
2008,319,,,,debian,Cross-building Debian and Tdebs,,,,,Aleena Thuy
2008,396,,,,Certification,LPI exam session 1,,,,,Nichol Delia
2008,401,,,,bsdacertification,BSDA exam session 1,,,,,Dijuan Sumer
2008,426,,,,BSD / PostgreSQL,FreeBSD 7.0 and beyond,,,,,Katalin Edison
2008,370,,,,"Embedded, Mobile and Automotive",Xen for Secure Isolation on ARM11,,,,,Sharnise Margrett
2008,423,,,,olpc,/etc/init.d/olpc_europe start,,,,,Sarkis Alister
2008,427,,,,BSD / PostgreSQL,PostgreSQL Infrastructure,,,,,Stephenie Nevin
2008,320,,,,debian,netconf - design and overview,,,,,Etan Broc
2008,428,,,,BSD / PostgreSQL,SNMP monitoring,,,,,Tassie Chimera
2008,371,,,,"Embedded, Mobile and Automotive",Building blocks for Embedded Power Management,,,,,Rolando Yetunde
2008,429,,,,BSD / PostgreSQL,PostgreSQL 8.3 Performance Features,,,,,Lamisha Geoff
2008,492,,,,debian,Persistent Device Naming,,,,,Lawayne Akita
2008,397,,,,Certification,LPI exam session 2,,,,,Nichol Delia
2008,402,,,,bsdacertification,BSDA exam session 2,,,,,Dijuan Sumer
2008,430,,,,BSD / PostgreSQL,SWOT analysis between MySQL and PostgreSQL,,,,,Gricelda Roslyn
2008,322,,,,debian,Apt Xapian Index,,,,,Jourdan Donel
2008,372,,,,"Embedded, Mobile and Automotive","Modest, email client for embedded systems",,,,,Keneshia Tenica
2008,431,,,,BSD / PostgreSQL,"PC-BSD Live demo, pbi essentials",,,,,Ko Izaak
2008,323,,,,debian,Packaging with git (or $DSCM),,,,,Maron Rusti
2008,413,,,,centosfedora,CentOS Debate,,,,,Aram Shaheem
2008,467,,,,Lightning Talks,Jayquan Aden: CloudBridges: bridging social networks,,,,,Jayquan Aden
2008,467,,,,Lightning Talks,Drake Raychelle: Sepia: metadata based file browser,,,,,Drake Raychelle
2008,277,,,,Desktops,Welcome to the Crossdesktop room,,,,,Lucius Marielena
2008,308,,,,drupal,Welcome to the Drupal devroom,,,,,Kendra Dedrick
2008,383,,,,Desktops,klik on KDE and Gnome - chances and challenges,,,,,Tearra Eisha
2008,309,,,,drupal,What's new in Drupal 6,,,,,Traver Jori
2008,345,,,,opensuse,KDE 4 on openSUSE 11,,,,,Ceasar Richel
2008,253,,,,buildsystems,Hudson,,,,,Marvette Ranae
2008,243,,,,Virtualization / Cloud / IaaS,Xen,,,,,Shalise Andria
2008,470,,,,Lightning Talks,Shanel Dyane: Ganeti: virtual cluster management tool,,,,,Shanel Dyane
2008,470,,,,Lightning Talks,Griffin Daja: Mamona: completely open source SDK for Maemo,,,,,Griffin Daja
2008,470,,,,Lightning Talks,Dominik Dominik: View-OS: partial virtualisation,,,,,Dominik Dominik
2008,333,,,,centosfedora,An overview of SELinux in CentOS 5,,,,,Shamella Elyse
2008,279,,,,Desktops,KDE 4,,,,,Dawnisha Talena
2008,348,,,,opensuse,GNOME on openSUSE 11.0,,,,,Rodderick Tremain
2008,310,,,,drupal,Drupal Theming,,,,,Montre Khaleah
2008,254,,,,buildsystems,SCons,,,,,Terrika Cyndia
2008,244,,,,Virtualization / Cloud / IaaS,VirtualBox,,,,,Carlton Deanthony
2008,472,,,,Lightning Talks,Rosanne Rika: Hildon App. Manager: package management for Internet Tablets,,,,,Rosanne Rika
2008,472,,,,Lightning Talks,Zeinab Regina: Foresight Linux: a new paradigm in distro making,,,,,Zeinab Regina
2008,472,,,,Lightning Talks,Deandrew Mikelle: Polippix: free software to protect basic rights and freedoms,,,,,Deandrew Mikelle
2008,349,,,,opensuse,EnergyStar: Jump on the bandwagon!,,,,,Tempess Ally
2008,411,,,,centosfedora,Smolt and Web Application Privacy,,,,,Danile Alexius
2008,384,,,,Desktops,Integrating the Web into GTK+ applications with WebKit,,,,,Ambera Remington
2008,311,,,,drupal,Usability and Drupal,,,,,Higinio Ediberto
2008,347,,,,opensuse,"Kernel, udev, D-Bus, HAL, NetworkManager and Friends",,,,,Mandie Deziree
2008,255,,,,buildsystems,CMake,,,,,Cecil Shenae
2008,259,,,,Virtualization / Cloud / IaaS,"openQRM, pluggable virtualization for modern data-centers",,,,,Mitch Blossom
2008,468,,,,Lightning Talks,Yanique Yoshiko: KeySigning Party,,,,,Yanique Yoshiko
2008,346,,,,opensuse,Suspend,,,,,Kallen Brittanny
2008,312,,,,drupal,Combining Amazon Web Services with Drupal,,,,,Kimberlie Anand
2008,350,,,,opensuse,System Imaging with KIWI,,,,,Licia Alexandar
